movieId,avg_rating,rating_count,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,cluster
450,3.3684210526315788,19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
454,3.455357142857143,168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
455,2.411764705882353,102,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
457,3.7768361581920904,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
464,3.0,30,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4
466,2.9054054054054053,111,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
468,3.127450980392157,51,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
471,3.6652173913043478,115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
474,3.6260504201680672,119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
475,3.779220779220779,77,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
477,3.347826086956522,23,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
480,3.5553435114503817,524,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4
481,3.196078431372549,51,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
482,3.2884615384615383,26,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3
485,2.8311258278145695,151,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
489,2.09375,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
490,3.275,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
491,3.1216216216216215,37,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
492,3.5833333333333335,36,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
493,3.46,25,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
494,3.1449275362318843,69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
497,3.882978723404255,94,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
500,3.138157894736842,380,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
501,3.875,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
502,2.03125,48,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
507,3.4555555555555557,45,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3
508,3.5753768844221105,199,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
509,3.48,125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
511,2.8,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
514,3.4305555555555554,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
515,3.949367088607595,79,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
516,2.8448275862068964,29,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
517,3.1216216216216215,37,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3
519,1.9181818181818182,55,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,3
520,3.106741573033708,178,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
521,3.2857142857142856,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
524,3.347826086956522,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
527,4.089041095890411,438,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6
529,3.8209876543209877,81,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
531,3.584507042253521,71,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
532,3.0,53,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
533,2.5714285714285716,28,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4
534,3.8518518518518516,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
535,3.9615384615384617,39,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
537,3.42,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
538,3.5875,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
539,3.261904761904762,231,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
540,2.5789473684210527,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
541,4.001295336787565,386,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4
542,2.8333333333333335,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
543,3.176767676767677,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
544,2.8055555555555554,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
546,2.0317460317460316,63,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
548,2.8333333333333335,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3
550,2.888888888888889,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
551,3.806390977443609,266,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
552,3.1788990825688073,109,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
553,3.7155963302752295,109,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
555,3.7857142857142856,154,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
562,3.6721311475409837,61,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
569,2.75,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
575,2.8076923076923075,26,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
581,3.727272727272727,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
585,2.4876543209876543,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
586,3.0916905444126073,349,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
587,3.2111553784860556,251,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
588,3.613128491620112,358,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
589,3.869047619047619,462,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
590,3.5076923076923077,325,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4
592,3.5158045977011496,348,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
593,4.048780487804878,533,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
594,3.502840909090909,176,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,2
595,3.525597269624573,293,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,2
596,3.3992537313432836,134,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
597,3.1278688524590166,305,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
599,3.8658536585365852,41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
605,3.142857142857143,42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
606,3.033333333333333,15,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
608,3.9975247524752477,404,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3
609,2.6666666666666665,18,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
610,3.1796875,64,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
611,2.7333333333333334,15,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
612,2.55,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
613,3.3333333333333335,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
616,3.221518987341772,79,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
627,3.75,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
628,3.761111111111111,90,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,3
631,2.8636363636363638,11,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2
637,2.5833333333333335,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
640,2.8125,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
647,3.489795918367347,49,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6
648,3.2472677595628414,366,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4
653,2.889830508474576,118,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4
661,3.2598039215686274,102,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
662,3.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
663,3.282608695652174,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
671,3.6440677966101696,59,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
673,2.3916666666666666,120,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
674,3.015151515151515,33,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
678,3.9038461538461537,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
688,2.1666666666666665,18,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
694,2.9,15,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
704,1.9615384615384615,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
707,2.9545454545454546,22,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3
708,3.2349397590361444,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
709,3.296875,32,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
711,2.36,25,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
714,3.8987341772151898,79,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3
719,2.6621621621621623,74,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
720,3.925531914893617,94,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
724,2.9932432432432434,74,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
725,2.6,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
728,3.75,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
733,3.3993174061433447,293,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
736,2.855218855218855,297,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
737,1.7325581395348837,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4
741,3.8282442748091605,131,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
742,2.5208333333333335,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
743,2.43859649122807,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
745,4.025477707006369,157,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
748,3.257575757575758,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4
750,4.065950920245399,326,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
761,2.189189189189189,37,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
762,2.13855421686747,83,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
765,2.73728813559322,59,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
766,3.375,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
778,3.9690402476780187,323,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
780,3.0468409586056646,459,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4
781,3.1346153846153846,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
782,2.6346153846153846,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
783,3.081730769230769,104,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2
784,2.699468085106383,188,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
785,3.010869565217391,92,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
786,2.7756410256410255,156,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
788,2.49492385786802,197,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
798,2.760869565217391,46,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4
799,3.5,61,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
800,3.830188679245283,53,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,3
801,3.2083333333333335,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
802,3.123809523809524,105,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
804,2.1923076923076925,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
805,3.4555555555555557,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
810,1.9666666666666666,15,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
818,2.206896551724138,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
828,2.5,11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
829,2.6818181818181817,22,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
830,2.860655737704918,61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
832,3.248344370860927,151,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
836,2.49,50,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
837,3.1575342465753424,73,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
838,3.5396825396825395,63,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
839,2.6176470588235294,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
842,2.5714285714285716,14,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
848,3.3055555555555554,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
849,2.7142857142857144,77,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4
851,3.525,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
852,3.0135135135135136,74,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
858,4.315848214285714,448,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3
861,3.0625,24,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
866,3.46,75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,3
879,2.5526315789473686,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
880,2.4875,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4
886,2.96875,16,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
891,2.3076923076923075,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
898,4.030769230769231,65,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
899,4.082677165354331,127,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
900,3.604651162790698,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
901,3.4545454545454546,22,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
902,3.5569105691056913,123,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
903,4.032608695652174,184,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,3
904,4.16390041493776,241,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3
905,3.9473684210526314,57,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
906,3.9,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
908,4.160891089108911,202,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,4
909,4.125,84,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
910,3.992957746478873,142,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
911,3.8828125,64,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,3
912,4.155709342560554,289,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
913,4.048611111111111,144,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3
914,3.7698412698412698,126,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
915,3.6838235294117645,68,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
916,3.9,70,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
918,3.5925925925925926,27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
919,3.8260869565217392,299,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
920,3.668918918918919,148,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,6
921,3.6,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
922,4.157407407407407,108,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,3
923,3.9004329004329006,231,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3
924,3.89067055393586,343,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
926,4.189655172413793,58,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
928,4.0285714285714285,70,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,3
930,4.07051282051282,78,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,3
931,3.5483870967741935,31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,3
932,3.08,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
933,3.963235294117647,68,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,3
934,3.5,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
938,3.2857142857142856,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
940,3.7916666666666665,60,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4
942,3.9871794871794872,39,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,3
943,3.6944444444444446,18,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
945,3.6470588235294117,17,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
947,3.6379310344827585,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
948,3.5681818181818183,22,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
949,3.673076923076923,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
950,3.9270833333333335,48,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
951,3.95,50,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
952,3.5,23,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
953,4.059701492537314,201,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
954,4.044871794871795,78,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
955,4.035714285714286,56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
965,3.7666666666666666,60,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3
968,3.7819148936170213,94,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
969,3.835,100,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6
971,3.8333333333333335,33,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
986,3.3076923076923075,39,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
991,3.4615384615384617,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
994,3.6444444444444444,45,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
996,2.914285714285714,35,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3
999,3.6578947368421053,19,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3
1003,3.0555555555555554,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
1004,2.75,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
1005,2.2162162162162162,37,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1006,3.2222222222222223,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1007,2.8055555555555554,18,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1009,3.423076923076923,26,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1010,3.340909090909091,22,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1011,3.107142857142857,14,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1012,3.5483870967741935,31,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1013,3.5,49,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1014,3.361111111111111,18,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1015,3.0652173913043477,46,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1016,2.9583333333333335,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1017,3.7564102564102564,39,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1019,3.5,55,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
1020,3.272727272727273,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1021,2.5588235294117645,51,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1022,3.4960629921259843,127,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2
1023,3.86,25,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1025,3.710526315789474,76,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
1027,3.228,125,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1028,3.73728813559322,177,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
1029,3.317829457364341,129,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
1030,3.1666666666666665,39,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1031,3.3214285714285716,42,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
1032,3.5289256198347108,121,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
1033,3.5638297872340425,47,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1034,3.7857142857142856,14,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3
1035,3.743781094527363,201,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1036,3.8583959899749374,399,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3
1037,2.8013698630136985,73,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
1041,4.144736842105263,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1042,3.4,95,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1047,3.2444444444444445,90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
1049,3.2232142857142856,56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
1050,3.4642857142857144,14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5
1057,3.383720930232558,43,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1059,3.3962264150943398,159,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1060,3.623853211009174,109,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1061,3.347058823529412,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
1064,3.2045454545454546,44,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2
1073,3.6367924528301887,318,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
1077,3.7533333333333334,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1078,3.5657894736842106,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6
1079,3.7662337662337664,231,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1080,3.8970588235294117,306,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1081,3.557142857142857,35,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1082,3.5625,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
